A-Equipo,PC-CostoTotal,PC-TotalDeterminaciones,PC-UtilidadPropuesta,PC-ValorFinal,PC-ValorDeterminacion,PC-Ganado
242,4352779.43,6140,1.207461758475758,5255814.704804908,855.9958802613857,1
303,875680.78,3300,1.4664812351901146,1284169.4318866432,389.14225208686156,1
270,644326.8,1150,1.2478907806090882,804049.4734193559,699.173455147266,1
270,644326.8,1150,1.3102852977712551,844251.933,734.1321156521739,1
270,644326.8,1150,1.3757995251788377,886464.5055,770.8387004347826,1
234,1138027.95,7200,1.3938410315474348,1586230.0517578125,220.30972941080728,1
303,539805.5,1400,1.6508747557997612,891151.272991868,636.53662356562,1
269,1007653.28,2521,1.6269094858575759,1639360.6796875,650.281903882388,1
303,966762.2,3300,1.4877182452034639,1438269.7637130402,435.8393223372849,1
242,4485313.95,6140,1.2556432797617687,5631954.318939214,917.2564037360282,1
270,2179195.65,4250,1.4937914233446643,3255263.771760001,765.9444168847061,1
234,942785.06,6480,1.4107839655414138,1330066.0455999998,205.2571058024691,1
269,1082162.62,3211,1.819657702531806,1969165.546875,613.2561653301152,1
303,564540.28,1400,1.849515700328991,1044126.1113281248,745.8043652343748,1
98,1115112.18,21321,1.5056387435585215,1678956.1016220038,78.74659263739993,1
303,1083833.8,2800,1.617760058934313,1753383.0321630007,626.2082257725002,1
270,2481313.69,4300,1.420788075574596,3525420.902512,819.8653261655813,1
242,3758683.93,11950,1.3510263411861723,5078080.997623163,424.9440165375032,1
234,1268799.04,7680,1.6033722208252756,2034357.1345457777,264.8902518939815,1
341,245765.73,684,1.6068427237597365,394906.875,577.3492324561404,1
303,1058283.31,1774,1.4500000004724631,1534510.8,865.0004509582864,1
242,2122648.82,5190,1.3446384701822895,2854195.2620590418,549.9412836337267,1
242,2072648.82,5190,1.4706988064942903,3048242.1458557993,587.3298932284777,1
303,1303406.28,2800,1.6277299729729935,2121593.46891723,757.7119531847251,1
303,271113.69,700,1.68599706867772,457096.88661840005,652.9955523120001,1
270,1026581.49,2100,1.4156425153495724,1453272.4027149118,692.0344774832913,1
242,2183078.24,5190,1.5080089468182616,3292101.5175242643,634.3162846867561,1
303,271113.69,700,1.8208768341719375,493664.6375478721,705.2351964969602,1
269,1331466.15,2511,1.4813806573152462,1972408.2004799999,785.5070491756272,1
270,1108379.12,2100,1.4160625787790955,1569534.1949321048,747.3972356819546,1
234,1500846.5,7680,1.6265677484806074,2441228.5123199997,317.86829587499994,1
341,220520.9,425,1.4665766155385913,323410.79517752415,760.9665768882921,1
242,2802828.69,7790,1.5379232210995424,4310535.3271150105,553.3421472548152,1
270,994209.5,1700,1.4082925200682082,1400137.8022307532,823.610471900443,1
269,1075293.06,1600,1.6781236866887814,1804474.7541180612,1127.7967213237882,1
350,920931.42,6600,1.1050000009772714,1017629.22,154.18624545454546,1
303,1466712.39,2900,1.9045697529069212,2793456.0542078195,963.260708347524,1
270,919430.38,1700,1.7512565224752643,1610158.4499369108,947.1520293746534,1
242,2599775.32,7790,1.9067477054833581,4957115.626182263,636.3434693430376,1
234,819524.31,4200,1.38337352067079,1133708.23,269.93053095238093,1
234,537951.91,3360,1.929813283492942,1038146.7417983997,308.97224458285706,1
234,621656.2,3360,1.9204646443937334,1193868.7530681596,355.3180812702856,1
341,257008.15,425,1.481264517248052,380697.0532385649,895.7577723260351,1
234,1057712.91,4200,1.2465664383589683,1318509.415025,313.9308131011905,1
303,1687753.98,2131,1.0808252767480442,1824167.162516113,856.0146234237977,1
234,661302.35,3360,1.9858626366214722,1313255.6283749756,390.8498893973142,1
269,999307.88,1600,2.3474418829608354,2345817.1714848005,1466.1357321780004,1
242,5350186.66,15141,2.1196660454459733,11340609,749,1
270,2233541.3,3400,1.7428232321755115,3892667.6676634937,1144.9022551951452,1
234,743326.4,3360,2.3110356645693764,1717853.820815962,511.2660180999887,1
242,6494180.97,17001,1.522626125421998,9888209.608140372,581.6251754685237,1
234,981878.95,3000,1.4830486795240898,1456174.2802499998,485.39142674999994,1
234,817535.11,3360,2.3113860003234814,1889639.2080269174,562.3926214365825,1
234,898665.2769176452,4320,2.472912276288818,2222320.395564135,514.426017491698,1
336,1127335.63,1600,3.0668307786842095,3457347.6079913536,2160.842254994596,1
350,930603.5625350856,5000,1.2837407515315744,1194653.7167467512,238.93074334935025,1
234,1883666.1695453767,8640,2.895619823294467,5454381.10100475,631.2941089125868,1
234,1450240.74,4560,1.4847602823169896,2153259.85055,472.2061075767544,1
350,889957.53,3000,1.4599025999265118,1299251.3118711766,433.0837706237255,1
234,2701233.75,8640,2.6249840212111133,7090695.431306175,820.6823415863629,1
242,7922201.79,8201,1.6025588647791518,12695794.707133764,1548.0788571069095,1
234,2002329.49,2160,2.1788641385285286,4362803.919279118,2019.816629295888,1
350,867230.72,1000,1.1375948871365207,986557.2330397236,986.5572330397235,1
242,5637860.81466105,4960,1.5839052063202872,8929837.096850773,1800.3703824295915,1
234,1569532.882713276,3360,1.28112648603352,2010770.1467445202,598.4434960549167,1
234,1605790.68,3360,1.4024633424537394,2252062.564353863,670.2567155815068,1
242,6091731.88,4960,1.6124841014072753,9822820.806535851,1980.4074206725506,1
234,2282032.62,2160,2.1985770352578147,5017224.512041223,2322.7891259450107,1
350,1300846.08,1000,0.8721560801379988,1134540.8179956817,1134.5408179956817,1
350,815485.2267500907,1000,1.114265886010924,908667.3687135091,908.6673687135091,1
234,2913229.35,2160,1.9805540475319174,5769808.180531277,2671.2074909867024,1
234,2368313.54,3360,1.0924229230222617,2587200.0000000005,770.0000000000001,1
234,2913229.35,2160,1.5751203887317164,4588686.946236646,2124.3921047391877,1
234,3418545.1110153426,4320,1.3948932358500876,4768505.451803688,1103.8207064360388,1
350,1830286.03,2000,1.159529395511127,2122270.4539783606,1061.1352269891804,1
245,411461.91,8000,1.5576412337763041,640910.0371443545,80.11375464304432,1
245,685318.46,12000,1.5559999945134997,1066355.52,88.86296,1
246,1172593.59,13800,1.0500000004264052,1231223.27,89.21907753623188,0
336,748601.43,4400,1.4000000000000001,1048042.0020000002,238.19136409090913,1
245,1182573.57,22800,1.66,1963072.1262,86.09965465789475,0
245,1189348.36,22800,2.5000000000000004,2973370.900000001,130.41100438596496,0
245,444597.93,14000,1.4990447661328516,666472.2,47.60515714285714,1
269,523278.27,1900,1.2517742233018772,655026.25,344.75065789473683,1
357,473634.49,5400,1.5000000316699909,710451.75,131.5651388888889,1
245,968286.39,23200,1.6200581937333642,1568680.2999999998,67.61553017241378,1
336,1201386.11,5600,1.4085144699295553,1692169.7199073806,302.1731642691751,1
353,433240.45,1775,2.1999999458117023,953128.9665234375,536.974065647007,0
303,793395.99,3400,1.3741387617572605,1090236.1832817758,320.6577009652282,0
303,862525.76,4100,1.5268574704820923,1316953.9001392443,321.20826832664494,1
245,1063594.87,21001,1.7124645512052439,1821368.51171875,86.72770400070235,1
336,1339713.73,5800,1.4990649791802912,2008317.9347700004,346.2617128913794,1
234,996482.11,3681,1.3399999925738757,1335286.02,362.7508883455583,1
336,1506075.66,5700,1.5272299654181518,2300123.87813892,403.5305049366526,1
245,1286190.18,21000,1.6993126164281551,2185639.1999999997,104.07805714285713,1
303,657298.35,2100,1.6152987452349459,1061733.2000000002,505.5872380952382,1
306,72900,3,1.7242798353909465,125700,41900,1
217,1556705.09,31374,1.1499999910166998,1790210.8395156509,57.06033146923092,1
275,4888742.66,12000,1.3623728917004692,6660290.474483644,555.0242062069703,1
270,6298020.67,15000,1.295823225680204,8161121.46,544.074764,1
234,891915.5,3396,1.3000000112118244,1159490.16,341.42819787985866,1
303,687008.48,2100,1.7308973886319425,1189141.1840000001,566.2577066666668,1
353,113727.12,525,1.5745584694310382,179070,341.0857142857143,1
215,1356472.54,30864,1.2499999963139687,1695590.67,54.93748930793157,1
245,1350194.07,21000,1.7806352140578308,2404203.106854064,114.4858622311459,1
336,2008603.2,5700,1.3169064373779749,2645142.484218,464.0600849505263,1
215,1361423.96,56833,1.101041017431697,1498983.6220742897,26.37523308771822,1
234,846713.9,3396,1.494715699837422,1265596.559600573,372.67272073043966,1
296,896901.83,7530,1.4500000771319588,1300507.722679795,172.71018893489975,1
270,7302159.19,15000,1.2517470240470068,9140456.035200002,609.3637356800001,1
303,666115.62,1900,1.7856673777821712,1189460.9324651451,626.0320697184974,1
215,1390665.09,38061,0.9142434574236705,1271406.46,33.404441817083104,1
275,941826.31,2600,1.073603413738839,1011147.9415650541,388.90305444809775,1
306,145200,3,1.2985537190082646,188550,62850,1
215,2243881.67,45864,1.5066823069535304,3380816.8110863403,73.71395454139063,1
215,2252976.37,71833,1.422308690857685,3204427.871347999,44.609411709771265,1
234,989004.97,7236,1.6255795277345204,1607706.2320596934,222.18162410996317,1
270,4683922.36,10700,1.3620679438587022,6379820.498079,596.2449063625234,1
303,591115.62,1900,2.1016389402554236,1242311.6051852277,653.848213255383,1
296,888065.12,7530,1.5448033542540611,1371885.9761720353,182.18937266560894,1
336,2032801.73,5700,1.496414437255865,3041913.8568506986,533.669097693105,1
245,1350194.07,21000,2.047730499173191,2764833.576941782,131.65874175913248,1
306,198000,3,1.2985537190082646,257113.63636363638,85704.54545454546,1
215,1632116.63,38061,0.9425808122561681,1538401.8188021996,40.419374656530294,1
275,941826.31,2600,1.2024358233874999,1132485.6945528607,435.5714209818695,1
234,989004.97,7236,1.8775443320219458,1856900.6757650345,256.61977277018167,1
215,1801237.35,46944,1.3784272060041387,2482874.567710799,52.89013649690693,1
215,1804774.73,28215,1.411120227037495,2546754.1267491337,90.26241810204266,1
270,3992194.16,14300,1.1819008511985574,4718377.67585391,329.95648082894473,1
303,692621.29,2000,1.9113867088724485,1323867.1279880898,661.9335639940449,1
296,1008960.51,9410,1.7766328584198947,1792552.3949140948,190.4944096614341,1
215,1360637.15,58420,0.9599805675636592,1306185.2235051997,22.358528303752134,1
275,898900.74,2600,1.2463729014379032,1120365.5234184782,430.9098166994147,1
306,293400,3,1.3144869120654397,385670.46,128556.82,1
215,1254459.68,33993,2.0323291697984267,2549475,75,1
234,841592.62,6480,1.9697254492201666,1657706.401489877,255.81888911880816,1
408,680903.29,11280,1.4000000182854246,953264.6184506059,84.5092746853374,1
296,1085113.03,12339,1.916261899879806,2079360.756452133,168.5193902627549,1
303,538761.13,2000,2.4779070457440016,1335000,667.5,1
245,1718032.19,21000,2.1725584198745427,3732525.3,177.7393,1
336,2927785.24,5950,1.4746681932176142,4317511.77,725.6322302521007,1
270,994865.62,2700,1.1555274032959901,1149594.4865070553,425.77573574335383,1
270,994865.62,2700,1.3981881579881483,1391009.3286735371,515.1886402494582,1
215,5548998.09,83139,1.3700000031825272,7602127.400959837,91.43876400918747,1
275,321342.54,900,1.0927585326353646,351149.80248372094,390.1664472041344,1
275,321342.54,900,1.2238895659544284,393287.78180329356,436.98642422588176,1
275,321342.54,900,1.382995209528504,444415.1934377217,493.79465937524634,1
215,658699.4,25945,0.9551921103920848,629184.4700000001,24.25070225476971,1
215,658699.4,25945,1.069815136836495,704686.5887451172,27.160785844868652,1
215,658699.4,25945,1.2088910567106985,796295.8137207031,30.69168678823292,1
306,293400,3,1.5510944785276073,455091.12,151697.04,1
215,1449431.54,22151,1.5,2174147.31,98.15120355740147,1
270,3165212.61,6000,1.4000000018956074,4431297.66,738.54961,1
296,843325.22,9532,2.2740915211705555,1917798.7323912934,201.195838479993,1
303,707381.48,2200,2.8048881959141743,1984125.9632602986,901.8754378455902,1
296,1512953.31,15171,1.3999999920126636,2118134.621915533,139.6173371508492,1
234,1058912.13,6480,1.8003027185571334,1906362.3863521244,294.19172628890806,1
275,1188232.42,2500,1.2246953418808155,1455222.7098457688,582.0890839383075,1
215,608247.55,21395,0.9222536689214778,560958.5346,26.219141603178315,1
215,609942.39,21395,1.0576446650805824,645102.31479,30.152012843655058,1
215,609942.39,21395,1.2162913648426696,741867.6620085,34.67481477020332,1
331,549572.6,360,1.5005196980673146,824644.511818069,2290.679199494636,1
296,1188184.57,15012,2.057386620178199,2444555.036620187,162.84006372370018,1
303,1019485.92,1900,2.493284346403936,2541868.2857152154,1337.8254135343238,1
270,3673411.23,6000,1.3028221523051153,4785801.524970381,797.6335874950635,1
270,3673411.23,6000,1.4070484017113436,5168667.4,861.4445666666667,1
270,3673411.23,6000,1.519611739739795,5582158.83,930.359805,1
215,1763839.5,22151,1.3312317287713389,2348079.106860174,106.00330038644638,1
215,1763839.5,22151,1.437730246998097,2535925.4,114.48356281883436,1
245,749280.71,3800,1.1999999839846407,899136.8400000002,236.6149578947369,0
215,1763839.5,22151,1.552748666757945,2738799.4320000005,123.64224784434114,1
408,299767.08,6580,1.3780098868761699,413081.99999999977,62.778419452887505,1
234,1136483.13,6480,2.0967781124403473,2382952.9521416975,367.73965310828663,1
215,1060027.56,21205,0.9804137827195819,1039265.6298866086,49.01040461620413,1
275,1279362.56,2500,1.421824012407828,1819028.4083835508,727.6113633534203,1
296,1453544.75,25453,1.510214891027496,2195164.926224839,86.24385833594621,1
408,518514.2,7445,1.393387226533652,722491.0630563153,97.04379624665081,1
245,2537838.43,21000,2.206124645002976,5598787.90545866,266.6089478789838,1
296,1239039.14,15352,2.021708912117405,2504976.471800285,163.169389773338,1
303,948961.08,1700,2.490380443956142,2363274.1157075,1390.1612445338235,1
336,3793348.11,6200,1.7385607653138715,6594966.193223528,1063.7042247134723,1
216,3868072.2,50599,1.6877803032928025,6528456.070874458,129.02342083587538,1
216,3903966.65,50599,1.6589346396588718,6476425.507758003,127.99512851554384,1
296,1914580.49,25453,1.6086098318070712,3079813,121,1
234,1441226.93,6480,2.150000000346927,3098637.9000000004,478.18486111111116,1
331,743345.38,360,1.5531169596363092,1154502.316545297,3206.9508792924917,1
275,1528396.7,2500,1.4876932870107864,2273785.5104794386,909.5142041917754,1
215,2046255.66,33000,1.3312920546871878,2724163.9020166877,82.55042127323296,1
408,893338.65,7445,1.3910566561220923,1242684.675253624,166.9153358299025,1
216,5202896.88,90428,2.133253532046486,11099098.14613364,122.73961766414872,1
275,2798403.56,6600,0.9999999977347205,2798403.5536608337,424.00053843345967,1
296,1892805.9640781237,21833,1.489685872697246,2819686.3044442716,129.14790933194118,1
296,1534702.16,15352,2.0819241426009945,3195133.478605894,208.1249008992896,1
408,980612.4841141724,7030,1.490401824243793,1461506.6352000001,207.89568068278808,1
331,606062.76,225,1.944062369686212,1178223.805384166,5236.550246151849,1
303,1232232.0099974126,1700,2.3265912662817616,2866900.2324928003,1686.4119014663531,1
234,1803372.97,3980,2.3460514501389174,4230805.771409826,1063.0165254798558,1
275,1918911.99,2400,1.5099889387918453,2897535.879415048,1207.3066164229365,1
215,2403230.78,31845,1.3732178117133373,3300159.3127537365,103.6319457608333,1
245,1839070.61,16000,2.380434038722583,4377786.2796583045,273.61164247864406,1
216,4211841.15,49957,2.2836216497755317,9618251.635555474,192.5306090348795,1
275,2186718.49,1900,1.6563265302927994,3621919.84926881,1906.273604878321,1
303,2189642.67,1500,2.518130275566835,5513805.5,3675.8703333333333,1
296,1919094.48,13977,2.3308841313785935,4473186.870048254,320.03912642543133,1
408,1686724.37,7030,1.5163334668603856,2557636.6116,363.8174411948791,1
215,2465326.73,22410,1.376133570007789,3392618.8741905284,151.38861553728373,1
275,4455919.78,6600,1.1894776364037427,5300216.927919085,803.063170896831,1
234,1846459.09,2860,2.4514279931837235,4526461.501494545,1582.6788466764142,1
411,4877576.7,3750,1.1001834043975156,5366228.939015999,1430.9943837376,1
296,2029776.32,13673,1.2292604350399816,2495123.722157053,182.4854620168985,1
356,2349936,2150,1.4639143031448516,3440104.921875,1600.0488008720931,1
411,6299941.97,3750,1.2750810306273344,8032936.499999999,2142.1164,1
275,2637739.45,1900,1.8381287505738029,4848504.71956773,2551.8445892461737,1
215,2932744.39,21850,1.549999998465601,4545753.8,208.04365217391305,1
234,7304236.17,4640,1.4169424174149998,10349682.05608988,2230.5349258814394,1
408,2730768.7,10102,1.8819452112640476,5139157.078034749,508.72669550928026,1
216,3271074.71,28027,1.3462800073922234,4403782.484759315,157.12643111140383,1
303,1636145.11,800,1.732314701736518,2834318.2282273127,3542.897785284141,1
234,1398818.653829689,1560,1.9630416696549757,2745939.305758358,1760.2175036912552,1
296,1667228.34,8020,1.7356414448465864,2893710.604926776,360.8117961255332,1
296,1953064.09,8020,1.777951249669436,3472452.7395,432.9741570448878,1
303,2191995.99,800,1.5105499925827877,3311119.5264360006,4138.899408045001,1
408,1954885.0347746117,5062,1.8283374774770762,3574189.5732375,706.0824917498024,1
275,2600631.106719858,1100,1.4912996131909773,3878320.1635037474,3525.745603185225,1
215,2828988.04,11765,1.5568529960900614,4404318.505976951,374.35771406518916,1
216,3861887.41,22426,1.1450083871702663,4421893.474757257,197.17709242652532,1
234,1505105.83,1560,2.189299297732905,3295127.1366327014,2112.2609850209624,1
215,5058794.02,19700,1.3059392815393354,6606477.827934286,335.3542044636693,1
275,4550939.78,1900,1.2783030596936666,5817480.245255622,3061.831708029275,1
296,1902717.53,8020,2.098745918646684,3993320.6504249997,497.9202806016209,1
303,2150040.51,800,1.9250332209066148,4138899.4080450004,5173.624260056251,1
356,3036625.44,750,1.3782117433463799,4185112.841552368,5580.150455403157,1
408,3326824.02,22067,1.991382667797379,6624979.692240001,300.22113074908236,1
234,3442783.63,3120,1.6910912763725086,5822061.363131078,1866.0453086958582,1
216,3595084.92,19131,1.3469999730562014,4842579.290374756,253.12734777976874,1
336,1016452.11,15100,1.4699999990123,1494184.6006960503,98.95262256265234,1
336,483873.6,3900,1.2910211905650568,624691.071155,160.1771977320513,1
331,456770.99,1800,1.4000000087571236,639479.39,355.2663277777778,0
15,660604.9,2160,3.2496216725004614,2146716,993.85,1
306,337512.14,0,1.3520110121075941,456320.13,0,0
98,357883.44,0,1.0059141043240223,360000,0,1
297,2983861.508039855,190425,1.66,4953210.103346159,26.011343591157456,0
297,3987929.16,306394,1.3999999989969731,5583100.82,18.221965247361243,0
341,285200.76,480,1.199999992987396,342240.91,713.0018958333333,0
32,353330.36,12640,1.6599999711422284,586528.3874036731,46.4025622945944,0
278,775228.6,12,1.2,930274.32,77522.86,0
273,1480901.0105710614,18400,1.6600000478385164,2458295.7483920692,133.6030298039168,0
297,3987929.107236378,306394,1,3987929.107236378,13.015689299517543,0
32,353330.4218692236,12640,1,353330.4218692236,27.95335616053984,0
341,255034.19761998655,480,1,255034.19761998655,531.3212450416387,0
269,893732,3800,1,893732,235.19263157894736,0
218,290566.18,10630,1.15,334151.10699999996,31.434723142050796,1
333,60936.28,1000,1.1487409471008077,70000,70,1
341,49529.76,0,1.01,50025.0576,0,1
218,2682492.4,127560,1.3500000223672584,3621364.8000000003,28.38950141110066,1
353,407626.8,2400,1.2,489152.16,203.8134,1
333,665579.61,12000,2.500000022536748,1663949.04,138.66242,1
234,1161470.3,10800,1.4000000172195535,1626058.44,150.56096666666667,0
15,165974.54,240,1.437111981150844,238524,993.85,1
336,750430.096890412,4800,1.66,1245713.9608380839,259.52374184126745,0
245,597610.15,12000,1.300580168411871,777239.9095316435,64.76999246097029,0
98,2224268.74,216000,1.24999999775207,2780335.92,12.871925555555555,0
297,819282.75,18,1.250000027463046,1024103.4599999998,56894.63666666666,0
376,592977.4,13800,1.3963432670452534,828000,60,0
349,208695.57,4300,1.2499998921874576,260869.44,60.667311627906976,0
278,307767.34,1,1.66,510893.7844,510893.7844,0
331,785415.23,1500,1.0000000127321187,785415.2399999999,523.61016,0
213,1648468.99,64520,1.0000000121324697,1648469.01,25.549736670799753,0
295,257327.39,1800,1.3000000505193015,334525.62,185.84756666666667,0
247,308062.28,6600,1.66,511383.3848,77.48233103030303,0
245,3489814.41,60000,1.3499999961315992,4711249.4399999995,78.52082399999999,0
32,612717.578712,0,1.2500000612027498,765897.0108900007,0,0
353,453457.17,0,1.3499999569970413,612167.16,0,0
350,2983778.47,28000,1.3000000097192201,3878912.04,138.53257285714287,0
218,6517771.2,378690,1.2499595009578641,8146950.036509539,21.51350718664221,0
218,6203734,378690,1.2208866703894738,7574056.147241972,20.000676403501473,0
353,213457.16399999996,500,1.66,354338.8922399999,708.6777844799998,0
32,372717.55,6300,1.66,618711.1329999999,98.20811634920634,0
350,2743778.47,28000,1.347776447855865,3698000,132.07142857142858,0
278,714110.32,1,0,0,0,0
234,3057934.98,45240,1.2000000078484336,3669521.9999999995,81.11233421750661,0
234,3565712.91,45240,1.199999996634614,4278855.4799999995,94.58124403183022,0
269,3039311.13,10000,1.6118784127243992,4899000,489.9,0
336,989182.45,3600,1,989182.45,274.77290277777774,1
247,376841.04,10800,1.2705622508631227,478800,44.333333333333336,1
273,8581819.9,59736,1.1524362099465637,9889999.999999998,165.56180527655013,1
297,2053769.88,158400,1.2172735876329048,2499999.83,15.78282720959596,1
234,922237.55,4200,1.3,1198908.8150000002,285.4544797619048,0
295,309646.17,3600,1.5,464469.255,129.0192375,0
341,186220.19,600,1.5,279330.28500000003,465.55047500000006,0
331,2992771.5,3600,1.6600000100241532,4968000.72,1380.0002,0
297,2637903.3,114545,1.66,4378919.477999999,38.228813811165914,0
297,2637903.3,114545,1.3296820944467216,3507572.7848919183,30.621788684725814,0
277,472506,1,0,0,0,0
215,3243798.29,103208,1.398052404793641,4535000,43.940392217657546,0
341,424615.79,1200,1.5766230660566312,669459.0487258586,557.8825406048821,0
