"C-CodigoCliente";"C-TipoCliente";"C-Sucursal";"A-Equipo";"A-Sector";"PC-CostoAccesorios";"PC-CostoAlquiler";"PC-CostoCCC";"PC-CostoReactivos";"PC-CostoServicioTecnico";"PC-CostoTotal";"PC-TotalDeterminaciones";"PC-ImporteAccesorios";"PC-ImporteAlquiler";"PC-ImporteCCC";"PC-ImporteReactivos";"PC-ImporteServicioTecnico";"PC-UtilidadAccesorios";"PC-UtilidadAlquiler";"PC-UtilidadCCC";"PC-UtilidadReactivos";"PC-UtilidadServicioTecnico";"PC-UtilidadPropuesta";"PC-Ganado"
"4857";"Publico";"5";"247";"Hematología";"18609,8";"316030";"129471,20999999999";"0";"110610,48";"364052,12";"10000";"18609,8";"126412";"174786,13";"0";"44244,19";"1";"0,4";"1,35";"1,35";"0,4";"1,200000043949751";"1"
"1199";"Publico";"5";"247";"Hematología";"399999,99951999995";"474045";"352154,1649999999";"0";"165915,72";"1568191,96";"30000";"400000";"474045";"528231,24";"0";"165915,72";"1";"1";"1,5";"1,5";"1";"1,1";"0"
"1159";"Publico";"5";"343";"Hematología";"0";"933724,98";"685637,5460000001";"137125,791";"326803,74";"2371259,23";"16318";"0";"933724,98";"925610,69";"185119,82";"326803,74";"1";"1";"1,35";"1,35";"1";"1,5711525462841391";"1"
"1159";"Publico";"5";"343";"Hematología";"277697,999832";"933724,98";"677521,4952000001";"48657,06449999999";"326803,74";"2518567,78";"9100";"277698";"933724,98";"914654,03";"65687,03";"326803,74";"1";"1";"1,35";"1,35";"1";"1,045483074781525";"1"
"1199";"Publico";"5";"343";"Hematología";"399999,99951999995";"1867449,96";"2575982,7939999998";"145971,1935";"653607,48";"7003988,42";"30000";"400000";"1867449,96";"3863974,19";"218956,79";"653607,48";"1";"1";"1,5";"1,5";"1";"1,4999999957167265";"0"
"1199";"Publico";"5";"331";"POC/Gases";"0";"478833,4";"1080968,625";"4042912,5";"167591,6";"8332246,68";"11250";"0";"478833,4";"1621452,93";"6064368,75";"167591,6";"1";"1";"1,5";"1,5";"1";"1,2084075744142515";"0"
"4416";"Publico";"5";"247";"Hematología";"43873,8377";"355533,75";"98385,8502";"0";"124436,79";"671423,16";"7000";"43873,84";"355533,75";"147578,78";"0";"124436,79";"1";"1";"1,5";"1,5";"1";"1,3";"0"
"3924";"Privado";"5";"270";"Inmunología";"0";"628468,74";"138455,46000000002";"411642";"219964,05";"1268936,67";"1400";"0";"471351,55";"159223,78";"473388,3";"164973,04";"1";"0,75";"1,15";"1,15";"0,75";"1,1491555366588941";"1"
"4298";"Publico";"5";"98";"Química Clínica";"57717";"491602,24";"924883,4287";"790138,0586000002";"172060,8";"3036659,05";"83800";"57717";"491602,24";"1248592,63";"1066686,38";"172060,8";"1";"1";"1,35";"1,35";"1";"0,7806941645292711";"1"
"1169";"Publico";"5";"32";"Electrolitos";"399999,99951999995";"49725,299999999996";"127805,52400000002";"247045,7";"17403,84";"973178,29";"9000";"400000";"49725,3";"172537,45";"333511,7";"17403,84";"1";"1";"1,35";"1,35";"1";"1,3000000236339013";"0"
"3769";"Privado";"5";"331";"POC/Gases";"0";"215475,03";"431652,38";"1796850";"75416,22";"3633644,82";"5000";"0";"215475,03";"647478,57";"2695275";"75416,22";"1";"1";"1,5";"1,5";"1";"1,5136317038273432";"0"
"4416";"Publico";"5";"407";"Quimica Clinica";"0";"397431,68";"387806,9965";"187726,21230000004";"139101,12";"1313502,63";"37300";"0";"397431,68";"523539,45";"253430,38";"139101,12";"1";"1";"1,35";"1,35";"1";"1,164291540093833";"0"
"3716";"Publico";"5";"336";"Endocrinología";"55660";"488410,02";"215636,641";"697079,79";"170943,48";"1947180,68";"2300";"55660";"488410,02";"291109,46";"941057,72";"170943,48";"1";"1";"1,35";"1,35";"1";"1,4000000041085043";"1"
"3920";"Publico";"5";"247";"Hematología";"47785,9999958";"316030";"77858,66";"0";"110610,48";"366215,43";"5000";"47786";"158015";"105109,19";"0";"55305,24";"1";"0,5";"1,35";"1,35";"0,5";"1,2970507550705879";"0"
"1178";"Publico";"5";"225";"Orina";"0";"68952";"5729,35";"60354,399999999994";"24133,2";"182298,26";"8000";"0";"68952";"7734,62";"81478,44";"24133,2";"1";"1";"1,35";"1,35";"1";"1,1499997860648805";"0"
"1136";"Publico";"5";"359";"Bacteriología";"0";"1059418,77";"561355,2999999999";"98118,9";"370796,61";"2188610,7";"75";"0";"1059418,77";"645558,59";"112836,73";"370796,61";"1";"1";"1,15";"1,15";"1";"2,61194537246848";"1"
"1136";"Publico";"5";"273";"Hemostasia";"0";"440825,94";"270907,66229999997";"191124,50939999998";"154289,1";"1126452,04";"10440";"0";"440825,94";"311543,81";"219793,19";"154289,1";"1";"1";"1,15";"1,15";"1";"3,2610708486088766";"1"
"1136";"Publico";"5";"287";"Quimica Clinica";"0";"1214091,18";"60249,53";"31878,66";"424931,91";"1744970,51";"3753";"0";"1214091,18";"69286,96";"36660,46";"424931,91";"1";"1";"1,15";"1,15";"1";"1,3410008287188764";"1"
"1136";"Publico";"5";"217";"Química Clínica";"0";"395037,51";"710037,7405000001";"148848,81549999994";"138263,13";"1521020,18";"38195";"0";"395037,51";"816543,4";"171176,14";"138263,13";"1";"1";"1,15";"1,15";"1";"1,67160046489324";"1"
"1136";"Publico";"5";"279";"Software";"0";"225000";"19756,9526";"0";"3";"247723,49501895753";"1";"0";"225000";"22720,495018957543";"0";"3";"1";"1";"1,15";"1,15";"1";"1";"1"
"1136";"Publico";"5";"201";"Inmunología";"0";"1284608,1";"86248,8";"131346,46800000002";"449612,85";"1984455,51";"1344";"0";"1284608,1";"99186,12";"151048,44";"449612,85";"1";"1";"1,15";"1,15";"1";"1,2861323104189923";"1"
"1136";"Publico";"5";"269";"Inmunología";"0";"610512,48";"188670,8835";"433743,2549999999";"213679,38";"1539968,11";"4900";"0";"610512,48";"216971,51";"498804,74";"213679,38";"1";"1";"1,15";"1,15";"1";"1,7398669963366966";"1"
"1136";"Publico";"5";"331";"POC/Gases";"0";"96687,65999999999";"95030,65329999999";"215245,69000000003";"33840,66";"487346,11";"2250";"0";"96687,66";"109285,25";"247532,54";"33840,66";"1";"1";"1,15";"1,15";"1";"5,238433687302849";"1"
"1136";"Publico";"5";"347";"Gases";"0";"769501,5";"13531,599400000001";"0,0726";"269325,54";"1054388,46";"3300";"0";"769501,5";"15561,34";"0,08";"269325,54";"1";"1";"1,15";"1,15";"1";"2,6293310057661294";"1"
"1554";"Publico";"5";"234";"Hemostasia";"0";"261263,43";"169383,13259999998";"173533,45679999999";"91442,22";"747059,73";"5000";"0";"261263,43";"194790,6";"199563,48";"91442,22";"1";"1";"1,15";"1,15";"1";"1,4112176813492543";"1"
"1554";"Publico";"5";"269";"Inmunología";"0";"812825,5499999999";"124113,33";"221024,2991";"284488,95";"1494222,77";"1238";"0";"812825,55";"142730,33";"254177,94";"284488,95";"1";"1";"1,15";"1,15";"1";"1,1308828803351725";"1"
"1554";"Publico";"5";"248";"Gases en Sangre";"0";"185825,01";"739384,415";"53905,5";"65038,74";"1163147,15";"150";"0";"185825,01";"850292,08";"61991,32";"65038,74";"1";"1";"1,15";"1,15";"1";"1,4771067444046095";"1"
"1554";"Publico";"5";"359";"Bacteriología";"0";"592556,25";"386407,44999999995";"0";"207394,71";"1244319,53";"0";"0";"592556,25";"444368,57";"0";"207394,71";"1";"1";"1,15";"1,15";"1";"1,430455206308624";"1"
"1554";"Publico";"5";"32";"Electrolitos";"0";"24862,649999999998";"45363,021";"37056,854999999996";"8701,92";"128347,42543495703";"1500";"0";"24862,65";"52167,4730684613";"42615,38236649572";"8701,92";"1";"1";"1,15";"1,15";"1";"1,7099999737170182";"1"
"1554";"Publico";"5";"343";"Hematología";"0";"585373,74";"74755,97799999999";"216499,25000000003";"204880,8";"1125198,06";"8250";"0";"585373,74";"85969,38";"248974,14";"204880,8";"1";"1";"1,15";"1,15";"1";"2,541836314577364";"1"
"1554";"Publico";"5";"287";"Quimica Clinica";"0";"1641121,17";"668817,7594999999";"27040,4629";"535545,42";"2976903,54";"5765";"0";"1641121,17";"769140,42";"31096,53";"535545,42";"1";"1";"1,15";"1,15";"1";"0,8872273335400046";"1"
"3721";"Publico";"5";"331";"POC/Gases";"0";"208292,52";"75728,576";"112898,2635";"72902,34";"535841,09";"775";"0";"208292,52";"102233,58";"152412,65";"72902,34";"1";"1";"1,35";"1,35";"1";"1,0590774029666146";"1"
"3721";"Publico";"5";"295";"Coagulación";"0";"31423,44";"66280,7871";"50349,370500000005";"10998,21";"176546,34";"2900";"0";"31423,44";"76222,91";"57901,78";"10998,21";"1";"1";"1,15";"1,15";"1";"3,6660435441482386";"1"
"3721";"Publico";"5";"297";"Quimica Clinica";"0";"368300,01";"316395,98910919996";"48572,219300000004";"100557,99";"888571,44";"6079";"0";"368300,01";"363855,39";"55858,05";"100557,99";"1";"1";"1,15";"1,15";"1";"2,8367627143181644";"1"
"3721";"Publico";"5";"245";"Hematología";"0";"292327,74";"95881,1865";"55172,128000000004";"102314,7";"568353,76";"7550";"0";"292327,74";"110263,37";"63447,95";"102314,7";"1";"1";"1,15";"1,15";"1";"1,1706599249031095";"1"
"2196";"Privado";"5";"272";"Coagulación";"0";"2921876,91";"4342402,842799999";"6755466,094299999";"1022657,04";"16707083,22";"84880";"0";"2921876,91";"4993763,27";"7768786";"1022657,04";"1";"1";"1,15";"1,15";"1";"1,3372404313280555";"1"
"4221";"Publico";"5";"331";"POC/Gases";"0";"263358,37";"131088,375";"359370";"92175,38";"1091221,32";"1000";"0";"263358,37";"196632,57";"539055";"92175,38";"1";"1";"1,5";"1,5";"1";"1,1904092929562629";"1"
"4355";"Publico";"5";"331";"POC/Gases";"0";"191533,36";"688520,25";"2352240";"67036,64";"4363596,34";"8000";"0";"191533,36";"929502,34";"3175524";"67036,64";"1";"1";"1,35";"1,35";"1";"1,8150166474839422";"0"
"1247";"Publico";"5";"247";"Hematología";"399999,99951999995";"316030";"118835,30999999998";"0";"110610,48";"987068,15";"8000";"400000";"316030";"160427,67";"0";"110610,48";"1";"1";"1,35";"1,35";"1";"1,6";"0"
"4863";"Publico";"5";"331";"POC/Gases";"0";"191533,36";"55986,7";"179685";"67036,64";"576726,79";"500";"0";"191533,36";"75582,04";"242574,75";"67036,64";"1";"1";"1,35";"1,35";"1";"1,2128793254081365";"1"
"2943";"Publico";"5";"234";"Hemostasia";"480879,9195794";"919359,96";"837529,3299999998";"308896,3383";"321776,04";"3441654,42";"19440";"480879,92";"919359,96";"1256293,99";"463344,51";"321776,04";"1";"1";"1,5";"1,5";"1";"0,7656201577612199";"1"
"3669";"Publico";"5";"225";"Orina";"0";"68952";"3841,7499999999995";"489505,5";"24133,2";"759103,99";"45000";"0";"68952";"5186,36";"660832,43";"24133,2";"1";"1";"1,35";"1,35";"1";"1,4500000191014673";"0"
"3911";"Publico";"5";"235";"Hemostasia";"0";"109174";"41016,73729999999";"314986,13519999996";"38210,9";"556788,21";"600";"0";"109174";"47169,25";"362234,06";"38210,9";"1";"1";"1,15";"1,15";"1";"1,2143403683062903";"0"
"4416";"Publico";"5";"331";"POC/Gases";"0";"191533,36";"697728,35";"2874960";"67036,64";"5081699,27";"8000";"0";"191533,36";"941933,27";"3881196";"67036,64";"1";"1";"1,35";"1,35";"1";"1,249999998524116";"0"
"1168";"Publico";"5";"341";"POC/Urgencia";"0";"258570";"605";"209088";"90499,44";"663608,94";"800";"0";"258570";"907,5";"313632";"90499,44";"1";"1";"1,5";"1,5";"1";"1,2799999349014195";"0"
"1262";"Publico";"5";"343";"Hematología";"819999,999016";"3734899,92";"1700592,3825";"97314,12899999999";"1307214,96";"8558974,65";"27000";"820000";"3734899,92";"2550888,57";"145971,2";"1307214,96";"1";"1";"1,5";"1,5";"1";"2,0000000070101853";"0"
"1243";"Publico";"5";"234";"Hemostasia";"0";"919359,96";"1232779,8109000004";"551032,4027999999";"321776,04";"3916854,32";"24400";"0";"919359,96";"1849169,72";"826548,6";"321776,04";"1";"1";"1,5";"1,5";"1";"1,5931151608416216";"1"
"4918";"Privado";"5";"246";"Orina";"0";"421971,87";"255542,93";"58951,2";"147690,15";"616961,22";"5460";"0";"210985,93";"293874,37";"67793,88";"44307,04";"1";"0,5";"1,15";"1,15";"0,3";"1,53";"0"
"1450";"Publico";"5";"270";"Inmunología";"0";"628468,74";"265736,14650000003";"1848860,6399999997";"219964,05";"3280219,0440590833";"8200";"0";"628468,74";"305596,56213935657";"2126189,691919727";"219964,05";"1";"1";"1,15";"1,15";"1";"1,0361813364523795";"1"
"4072";"Publico";"5";"247";"Hematología";"24200";"316030";"74833,66";"0";"110610,48";"551865,92";"4000";"24200";"316030";"101025,44";"0";"110610,48";"1";"1";"1,35";"1,35";"1";"1,442379337357886";"0"
"4167";"Publico";"5";"247";"Hematología";"22385";"316030";"90369,5276";"0";"110610,48";"571024,35";"6000";"22385";"316030";"121998,87";"0";"110610,48";"1";"1";"1,35";"1,35";"1";"1,449999951840933";"0"
"1189";"Publico";"5";"343";"Hematología";"809999,9990279999";"3591250,08";"5236537,691";"48657,06449999999";"1256937,6";"13585979,81";"101000";"810000";"3591250,08";"7854806,54";"72985,59";"1256937,6";"1";"1";"1,5";"1,5";"1";"1,6599999967172043";"0"
"3703";"Publico";"5";"273";"Hemostasia";"894997,7590223999";"2947698";"4064625,7806";"3581060,4488999993";"1031694,36";"16342919,47";"125110";"894997,76";"2947698";"6096938,67";"5371590,68";"1031694,36";"1";"1";"1,5";"1,5";"1";"1,3461487117026096";"0"
"4837";"Publico";"5";"331";"POC/Gases";"0";"167591,69";"117612";"359370";"58657,06";"870174,45";"1000";"0";"167591,69";"158776,2";"485149,5";"58657,06";"1";"1";"1,35";"1,35";"1";"1,1468964642664468";"1"
"4298";"Publico";"5";"331";"POC/Gases";"0";"167591,69";"63079,236";"179685";"58657,06";"553980,47";"500";"0";"167591,69";"85156,97";"242574,75";"58657,06";"1";"1";"1,35";"1,35";"1";"1,1686964343706918";"1"
"2943";"Publico";"5";"306";"Software";"584409,9594960001";"216000";"17695,04";"0";"75600";"902552,52";"12";"584409,96";"216000";"26542,56";"0";"75600";"1";"1";"1,5";"1,5";"1";"1,66";"0"
"4836";"Publico";"5";"341";"POC/Urgencia";"0";"64642,5";"121";"107811";"22624,86";"232975,56";"200";"0";"64642,5";"163,35";"145544,85";"22624,86";"1";"1";"1,35";"1,35";"1";"1,2868302580751387";"1"
"1166";"Publico";"5";"234";"Hemostasia";"0";"1004429,52";"1208924,0316999997";"781549,9383999999";"351550,44";"4341690,91";"44960";"0";"1004429,52";"1813386,04";"1172324,91";"351550,44";"1";"1";"1,5";"1,5";"1";"1,2667875521336915";"1"
"2943";"Publico";"5";"245";"Hematología";"0";"131679,16";"119673,11";"0";"46087,7";"315390,94";"4400";"0";"131679,16";"137624,08";"0";"46087,7";"1";"1";"1,15";"1,15";"1";"1,6741127693775857";"1"
"4221";"Publico";"5";"247";"Hematología";"415729,99951999995";"237022,5";"88384,7525";"0";"82957,86";"855029,77";"6000";"415730";"237022,5";"119319,41";"0";"82957,86";"1";"1";"1,35";"1,35";"1";"1,3500000122802744";"0"
"4837";"Publico";"5";"353";"POC/Urgencia";"0";"50277,5";"272,25";"122512,5";"17597,16";"233634,08";"500";"0";"50277,5";"367,54";"165391,88";"17597,16";"1";"1";"1,35";"1,35";"1";"1,7653032468550822";"1"
"2442";"Privado";"5";"235";"Hemostasia";"0";"578629,38";"618063,4261999999";"551782,5786000001";"202520,31";"2126472,6";"13320";"0";"578629,38";"710772,94";"634549,97";"202520,31";"1";"1";"1,15";"1,15";"1";"1,4315368371064754";"1"
"2726";"Privado";"5";"234";"Hemostasia";"0";"251107,38";"785027,0186000001";"433105,5729";"87887,61";"1739847,47";"17040";"0";"251107,38";"902781,07";"498071,41";"87887,61";"1";"1";"1,15";"1,15";"1";"1,5292483404007826";"1"
"1377";"Privado";"5";"238";"Hemostasia";"0";"21267,39";"218137,9167";"61171,0176";"7443,599999999999";"349916,27";"4800";"0";"21267,39";"250858,61";"70346,67";"7443,599999999999";"1";"1";"1,15";"1,15";"1";"2,136025686373486";"1"
"1496";"Publico";"5";"353";"POC/Urgencia";"0";"86190";"514,25";"245025";"30166,56";"484665,44";"1000";"0";"86190";"771,38";"367537,5";"30166,56";"1";"1";"1,5";"1,5";"1";"1,4499999834937685";"1"
"1263";"Publico";"5";"235";"Hemostasia";"0";"787201,98";"856200,6585000001";"1235099,6592";"241332,03";"3433529,38";"24150";"0";"787201,98";"984630,76";"1420364,61";"241332,03";"1";"1";"1,15";"1,15";"1";"1,4217935116639038";"1"
"1228";"Publico";"5";"341";"POC/Urgencia";"0";"35553,39";"30,25";"519453";"12443,7";"645402,83";"1650";"0";"35553,39";"34,79";"597370,95";"12443,7";"1";"1";"1,15";"1,15";"1";"2,163764915626416";"1"
"3769";"Privado";"5";"224";"Orina";"0";"31998,06";"0";"33843,700000000004";"11199,3";"88886,36";"6000";"0";"31998,06";"0";"45689";"11199,3";"1";"1";"1,35";"1,35";"1";"1,5964204181608967";"1"
"2687";"Privado";"7";"336";"Endocrinología";"0";"113124,38999999998";"72213,76800000001";"287077,824";"22624,89";"530970,03";"7900";"0";"113124,39";"79435,15";"315785,6";"22624,89";"1";"1";"1,1";"1,1";"1";"1,654508605394871";"1"
"2687";"Privado";"7";"269";"Inmunología";"0";"203504,16";"56845,799999999996";"428679,4049999999";"14245,28";"800379,68";"6800";"0";"203504,16";"68214,96";"514415,28";"14245,28";"1";"1";"1,2";"1,2";"1";"1,40721963801235";"1"
"2687";"Privado";"7";"269";"Inmunología";"0";"284905,84";"142320,321";"432885,7522";"99717,04";"1103630,47";"7100";"0";"284905,84";"177900,4";"541107,19";"99717,04";"1";"1";"1,25";"1,25";"1";"1,2919349708259662";"1"
"2684";"Privado";"7";"269";"Inmunología";"46403,5";"264555,4";"182625,30000000002";"1098853,4656000002";"92594,4";"2005401,76";"14234";"46403,5";"264555,4";"228281,62";"1373566,84";"92594,4";"1";"1";"1,25";"1,25";"1";"1,2988762278174106";"0"
"2687";"Privado";"7";"269";"Inmunología";"0";"276765,68";"135694,85";"523327,75";"96868";"1197411,93";"8200";"0";"276765,68";"169618,56";"654159,69";"96868";"1";"1";"1,25";"1,25";"1";"1,5441612019349105";"1"
"2687";"Privado";"7";"269";"Inmunología";"0";"253362,69";"153260,1972";"514758,5509";"88676,94";"1110261,19";"6100";"0";"253362,69";"176249,23";"591972,33";"88676,94";"1";"1";"1,15";"1,15";"1";"1,4634350490086034";"1"
"4188";"Publico";"7";"303";"Endocrinología";"50608,6856";"111777,66";"84873,393";"320051,3525";"39122,19";"667171,99";"2780";"50608,69";"111777,66";"97604,4";"368059,05";"39122,19";"1";"1";"1,15";"1,15";"1";"1,4599999598503548";"0"
"4188";"Publico";"7";"349";"Laboratorio";"0";"17154,510000000002";"0";"63025,25";"6004,08";"95637,63";"0";"0";"17154,51";"0";"72479,04";"6004,08";"1";"1";"1,15";"1,15";"1";"1,399999874526376";"0"
"2687";"Privado";"7";"269";"Inmunología";"0";"274730,64";"110966,922";"445029,10650000005";"96155,73";"1010281,81";"5000";"0";"274730,64";"127611,96";"511783,48";"96155,73";"1";"1";"1,15";"1,15";"1";"1,4599999974264606";"1"
"4188";"Publico";"7";"303";"Endocrinología";"54876,888";"121204,68";"56277,342";"164317,20140000002";"42421,65";"494246,39";"1575";"54876,89";"121204,68";"70346,67";"205396,5";"42421,65";"1";"1";"1,25";"1,25";"1";"1,4599999671146389";"1"
"2687";"Privado";"7";"269";"Inmunología";"0";"305256,24";"123165,9";"491319,22949999996";"106839,69";"1118753,82";"5000";"0";"305256,24";"141640,78";"565017,11";"106839,69";"1";"1";"1,15";"1,15";"1";"1,4589771386376449";"1"
"2687";"Privado";"7";"269";"Inmunología";"0";"293515,62";"123165,9";"491319,22949999996";"102730,47";"1102903,98";"5000";"0";"293515,62";"141640,78";"565017,11";"102730,47";"1";"1";"1,15";"1,15";"1";"1,5483175683707298";"1"
"204";"Publico";"8";"232";"Química Clínica";"0";"436236,36";"128118,56";"86516,91";"87247,32";"823973,33";"19400";"0";"436236,36";"179365,98";"121123,67";"87247,32";"1";"1";"1,4";"1,4";"1";"1,4618798402127895";"0"
"106";"Privado";"8";"270";"Inmunología";"0";"282810,93";"101603,70000000001";"397757,2499999999";"56562,18";"938606,25";"12300";"0";"282810,93";"121924,44";"477308,7";"56562,18";"1";"1";"1,2";"1,2";"1";"0,9887685810743325";"1"
"54";"Publico";"8";"221";"Inmunología";"0";"513843,24";"28212,359999999997";"348142,6883";"102768,66";"1068237,96";"3290";"0";"513843,24";"33854,83";"417771,23";"102768,66";"1";"1";"1,2";"1,2";"1";"1,1809033807030926";"1"
"19";"Publico";"8";"234";"Hemostasia";"120999,9998548";"413712";"707793,13";"272299,61";"82742,4";"1989584,23";"29950";"121000";"413712";"990910,38";"381219,45";"82742,4";"1";"1";"1,4";"1,4";"1";"1,3000000005026175";"0"
"16";"Publico";"8";"15";"Inmunología";"0";"43509,39";"4617,360000000001";"60621";"8701,88";"123973,47";"300";"0";"43509,39";"5079,1";"66683,1";"8701,88";"1";"1";"1,1";"1,1";"1";"1";"1"
"16";"Publico";"8";"222";"Inmunología";"0";"74935,47";"5014,24";"64440,48";"14987,09";"159377,28";"672";"0";"74935,47";"5014,24";"64440,48";"14987,09";"1";"1";"1";"1";"1";"1,0922604526818378";"1"
"95";"Publico";"8";"234";"Hemostasia";"0";"206856";"138148,12";"87879,88";"41371,2";"519460,8";"7170";"0";"206856";"165777,74";"105455,86";"41371,2";"1";"1";"1,2";"1,2";"1";"1,2366823444617958";"1"
"19";"Publico";"8";"234";"Hemostasia";"0";"413712";"583783,86";"920109,7125";"82742,4";"2752294,75";"6921";"0";"413712";"875675,79";"1380164,56";"82742,4";"1";"1";"1,5";"1,5";"1";"1,0000001137681769";"0"
"1866";"Privado";"8";"234";"Hemostasia";"0";"103428";"179066,69";"196246,27000000002";"20685,6";"506680,27";"11720";"0";"103428";"196973,36";"185593,31";"20685,6";"1";"1";"1,1";"1,1";"1";"1,1671092029456465";"1"
"29";"Privado";"8";"242";"Hemostasia";"0";"767952,9";"338481,76999999996";"1203871,3499999996";"153590,58";"2618131,92";"14683";"0";"767952,9";"372329,95";"1324258,49";"153590,58";"1";"1";"1,1";"1,1";"1";"0,9021015449825004";"1"
"65";"Privado";"8";"355";"Endocrinología";"0";"113124,38999999998";"42376,91040000001";"204143,72219999996";"7918,71";"392215,79";"1585";"0";"113124,39";"46614,6";"224558,09";"7918,71";"1";"1";"1,1";"1,1";"1";"1,3730438542517631";"1"
"65";"Privado";"8";"350";"Sedimento";"0";"151909,88999999998";"60215,98999999998";"16925";"18988,74";"255753,72";"0";"0";"151909,89";"66237,59";"18617,5";"18988,74";"1";"1";"1,1";"1,1";"1";"0,927910505699264";"1"
"2419";"Publico";"8";"331";"POC/Gases";"0";"10773,76";"10127,7";"3569,5";"2154,76";"27995,44";"0";"0";"10773,76";"11140,47";"3926,45";"2154,76";"1";"1";"1,1";"1,1";"1";"1,6602384235706165";"1"
"2419";"Publico";"8";"234";"Hemostasia";"0";"68952";"108613,23";"114675,33";"13790,4";"328359,81";"5760";"0";"68952";"119474,55";"126142,86";"13790,4";"1";"1";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"238";"Hemostasia";"0";"6380,22";"8203,8";"0";"1276,04";"16680,44";"0";"0";"6380,22";"9024,18";"0";"1276,04";"1";"1";"1,1";"1,1";"1";"1,6602384235706165";"1"
"2419";"Publico";"8";"335";"Laboratorio";"0";"92820";"3552,02";"162515,1";"18564";"294057,83";"0";"0";"92820";"3907,22";"178766,61";"18564";"1";"1";"1,1";"1,1";"1";"1,6602384235706165";"1"
"2419";"Publico";"8";"334";"Laboratorio";"0";"56562,18";"0";"121453,75";"11312,44";"201473,74";"0";"0";"56562,18";"0";"133599,12";"11312,44";"1";"1";"1,1";"1,1";"1";"1,6602384235706167";"1"
"2419";"Publico";"8";"303";"Endocrinología";"207000,0009616";"40401,56";"64887,8472";"231312,0942";"8080,32";"581301,82";"3300";"207000";"40401,56";"71376,64";"254443,3";"8080,32";"1";"1";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"350";"Sedimento";"0";"101273,26";"67221,29999999999";"35479,15";"12659,16";"226902,92";"0";"0";"101273,26";"73943,43";"39027,07";"12659,16";"1";"1";"1,1";"1,1";"1";"1,6602384235706165";"1"
"2419";"Publico";"8";"291";"Eritro";"0";"53000";"358,281";"153785,31";"5000";"227557,95";"0";"0";"53000";"394,11";"169163,84";"5000";"1";"1";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"285";"Endocrinología";"0";"481640,5";"726917,8599999999";"910033,26";"96328,1";"1998768,1";"0";"0";"101793,76";"799609,65";"1001036,59";"96328,1";"1";"0,211348";"1,1";"1,1";"1";"1,6602384235706165";"1"
"2419";"Publico";"8";"280";"Quimica Clinica";"0";"61949,06";"213194,58";"0";"12389,82";"308852,92";"0";"0";"61949,06";"234514,04";"0";"12389,82";"1";"1";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"282";"Hematología";"0";"754162,52";"208858,4";"0";"150832,52";"496146,13";"0";"0";"115569,37";"229744,24";"0";"150832,52";"1";"0,153242";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"287";"Quimica Clinica";"1230895,0326200002";"728454,72";"569997,8217999999";"459627,6959999999";"145690,96";"2609100,56";"0";"1230895,03";"99926,5";"626997,6";"505590,47";"145690,96";"1";"0,137176";"1,1";"1,1";"1";"1,6602384235706162";"1"
"2419";"Publico";"8";"347";"Gases";"0";"513001";"0";"0";"2";"513003";"0";"0";"513001";"0";"0";"2";"1";"1";"1,1";"1,1";"1";"1,6602384235706165";"1"
"58";"Publico";"8";"287";"Quimica Clinica";"0";"621341,04";"115738,2";"302510,06000000006";"109271,22";"1190685,35";"93300";"0";"621341,04";"127312,02";"332761,07";"109271,22";"1";"1";"1,1";"1,1";"1";"0,8314539185352368";"1"
"58";"Publico";"8";"282";"Hematología";"3435";"1131243,78";"64665,36";"266114,93";"226248,78";"1790941,94";"20000";"3435";"1131243,78";"84064,97";"345949,41";"226248,78";"1";"1";"1,3";"1,3";"1";"1,284240403683885";"1"
"12";"Publico";"8";"174";"Inmunología";"371460,27644";"161145,78";"0";"504938,8443";"33518,34";"1222544,89";"4619";"371460,28";"161145,78";"0";"656420,49";"33518,34";"1";"1";"1,3";"1,3";"1";"1,6456990794014932";"1"
"2745";"Privado";"8";"269";"Inmunología";"0";"152628,12";"51128,55";"221600,61";"53419,83";"506050,03";"3084";"0";"152628,12";"56241,41";"243760,67";"53419,83";"1";"1";"1,1";"1,1";"1";"1,4656901485592413";"0"
"100";"Privado";"8";"350";"Sedimento";"0";"168788,76";"99210,1385";"11519,2";"21098,61";"311689,64";"0";"0";"168788,76";"109131,15";"12671,12";"21098,61";"1";"1";"1,1";"1,1";"1";"1,1804989632475433";"1"
"58";"Publico";"8";"287";"Quimica Clinica";"0";"2428182,36";"1228499,4238";"1817881,6644000001";"303522,84";"5782547,53";"309720";"0";"1214091,18";"1719899,19";"2545034,32";"303522,84";"1";"0,5";"1,4";"1,4";"1";"1,3586252355456214";"0"
"58";"Publico";"8";"287";"Quimica Clinica";"0";"3028182,36";"1228499,4238000002";"1817881,7844";"303534,84";"7596650,88";"309720";"0";"3028182,36";"1719899,19";"2545034,49";"303534,84";"1";"1";"1,4";"1,4";"1";"1,100000000263274";"0"
